offensive_binary_label	tweet_id	agreement_level	annotation	domain	split
0	1324071570705244160	A0	N0	Elections2020	test
0	1324066621489557513	A++	N++	Elections2020	test
1	1321612040432160769	A+	O+	Elections2020	test
1	1311290192150564865	A+	O+	Elections2020	test
1	1321611512004431873	A0	O0	Elections2020	test
1	1324066805183295489	A+	O+	Elections2020	test
1	1311298159633719298	A++	O++	Elections2020	test
0	1322881689731944452	A0	N0	Elections2020	test
1	1324068628950634504	A0	O0	Elections2020	test
0	1321604125080096768	A+	N+	Elections2020	test
0	1311290230272667652	A0	N0	Elections2020	test
0	1322831513927491584	A0	N0	Elections2020	test
0	1321589618156933122	A++	N++	Elections2020	test
0	1321591170489831425	A+	N+	Elections2020	test
0	1321595978504392710	A+	N+	Elections2020	test
0	1321582503035985920	A+	N+	Elections2020	test
0	1322801060650618880	A+	N+	Elections2020	test
0	1311300924950941696	A+	N+	Elections2020	test
0	1311292260055744513	A+	N+	Elections2020	test
0	1322864504783441921	A0	N0	Elections2020	test
0	1311295514177138690	A+	N+	Elections2020	test
0	1322815968238694402	A+	N+	Elections2020	test
1	1321584685663756289	A+	O+	Elections2020	test
0	1311275022091194370	A+	N+	Elections2020	test
1	1321623140234125312	A0	O0	Elections2020	test
0	1321621718373404672	A+	N+	Elections2020	test
1	1324066902843387904	A++	O++	Elections2020	test
0	1321623023234043905	A0	N0	Elections2020	test
0	1324068513426952196	A++	N++	Elections2020	test
0	1311291743409643523	A+	N+	Elections2020	test
0	1324067798352568322	A0	N0	Elections2020	test
0	1321602578140995585	A+	N+	Elections2020	test
0	1321610405538508801	A0	N0	Elections2020	test
1	1324051457549635584	A0	O0	Elections2020	test
0	1311290454441299968	A++	N++	Elections2020	test
0	1311301161828450305	A0	N0	Elections2020	test
0	1321606636306354177	A0	N0	Elections2020	test
0	1324067329504890881	A0	N0	Elections2020	test
0	1311278761074200577	A0	N0	Elections2020	test
0	1322871149265637378	A++	N++	Elections2020	test
1	1311286827811246080	A++	O++	Elections2020	test
1	1311282189842165760	A+	O+	Elections2020	test
1	1321604555638001665	A+	O+	Elections2020	test
0	1311289581350858755	A+	N+	Elections2020	test
0	1322884569943601154	A+	N+	Elections2020	test
0	1322834881286725632	A0	N0	Elections2020	test
1	1321618667512233990	A+	O+	Elections2020	test
0	1321612300948787200	A0	N0	Elections2020	test
1	1311300434435469313	A++	O++	Elections2020	test
0	1321580883229528068	A+	N+	Elections2020	test
1	1322873259260522498	A0	O0	Elections2020	test
0	1321614240411611138	A0	N0	Elections2020	test
0	1311282114105540612	A0	N0	Elections2020	test
1	1321598415394926592	A+	O+	Elections2020	test
0	1321612201895944194	A++	N++	Elections2020	test
0	1311291191435186177	A0	N0	Elections2020	test
0	1324059157176049665	A++	N++	Elections2020	test
0	1311282676280619009	A++	N++	Elections2020	test
0	1322802362227003392	A++	N++	Elections2020	test
0	1322805056874385408	A++	N++	Elections2020	test
0	1311302642099015680	A0	N0	Elections2020	test
0	1321580925969408005	A0	N0	Elections2020	test
1	1311292408173416449	A++	O++	Elections2020	test
0	1321609077278101504	A+	N+	Elections2020	test
0	1311285276472487936	A++	N++	Elections2020	test
0	1311283083971301376	A0	N0	Elections2020	test
0	1311300187869057025	A+	N+	Elections2020	test
1	1321613407691411456	A0	O0	Elections2020	test
0	1324073641747845130	A++	N++	Elections2020	test
1	1321590884979380228	A++	O++	Elections2020	test
0	1311275484311945216	A+	N+	Elections2020	test
0	1311278904192233472	A++	N++	Elections2020	test
0	1321598875191431168	A++	N++	Elections2020	test
0	1311287884142571520	A++	N++	Elections2020	test
0	1311300853614039046	A+	N+	Elections2020	test
0	1324054241711894529	A++	N++	Elections2020	test
1	1324060981987745794	A++	O++	Elections2020	test
0	1321584199430791169	A+	N+	Elections2020	test
0	1321616790770823168	A0	N0	Elections2020	test
0	1324054785155358723	A+	N+	Elections2020	test
0	1322863042187522048	A++	N++	Elections2020	test
0	1311279027747946498	A++	N++	Elections2020	test
1	1321589176387706880	A++	O++	Elections2020	test
1	1324067519682891777	A+	O+	Elections2020	test
1	1311278411852128257	A0	O0	Elections2020	test
0	1311284769737637888	A++	N++	Elections2020	test
0	1324057990312329216	A++	N++	Elections2020	test
0	1324058235465289728	A++	N++	Elections2020	test
0	1324052924637585408	A+	N+	Elections2020	test
0	1322874508852822016	A++	N++	Elections2020	test
1	1311286345172742151	A+	O+	Elections2020	test
1	1311279141115789312	A0	O0	Elections2020	test
0	1321610314098614272	A+	N+	Elections2020	test
1	1322878614703116295	A0	O0	Elections2020	test
0	1311294581955268610	A+	N+	Elections2020	test
0	1321618748382609410	A++	N++	Elections2020	test
0	1322810089590476800	A++	N++	Elections2020	test
0	1321587747241357313	A++	N++	Elections2020	test
0	1322803699161452544	A+	N+	Elections2020	test
0	1322859820643455002	A++	N++	Elections2020	test
0	1321587089302016000	A++	N++	Elections2020	test
1	1311293558721306627	A++	O++	Elections2020	test
0	1321617701161369600	A+	N+	Elections2020	test
1	1322875825096519680	A++	O++	Elections2020	test
0	1321602810274811906	A0	N0	Elections2020	test
0	1321602418396688386	A0	N0	Elections2020	test
1	1311295342156152834	A+	O+	Elections2020	test
0	1321609897729904640	A+	N+	Elections2020	test
0	1324073528061145089	A+	N+	Elections2020	test
1	1321618093504925696	A+	O+	Elections2020	test
0	1324061338964946944	A0	N0	Elections2020	test
0	1321607477679558656	A++	N++	Elections2020	test
1	1324069035114434563	A0	O0	Elections2020	test
0	1311276573220384769	A++	N++	Elections2020	test
0	1311299508538609671	A0	N0	Elections2020	test
0	1321616493692526597	A++	N++	Elections2020	test
0	1321601016740139008	A++	N++	Elections2020	test
1	1322803285187719169	A0	O0	Elections2020	test
0	1311291764297338881	A0	N0	Elections2020	test
1	1322884870121676800	A0	O0	Elections2020	test
0	1311284605383774210	A++	N++	Elections2020	test
1	1311283880217972737	A0	O0	Elections2020	test
0	1324056310481063938	A++	N++	Elections2020	test
0	1321581850490535938	A++	N++	Elections2020	test
0	1311296681070264321	A++	N++	Elections2020	test
1	1321587450909741057	A+	O+	Elections2020	test
0	1322867729121030145	A++	N++	Elections2020	test
0	1311290735740751872	A+	N+	Elections2020	test
1	1322879529027801089	A+	O+	Elections2020	test
1	1311279549842427904	A+	O+	Elections2020	test
1	1321607607069691904	A++	O++	Elections2020	test
0	1321622958436048898	A++	N++	Elections2020	test
0	1311281497769377793	A++	N++	Elections2020	test
0	1322799012324532224	A++	N++	Elections2020	test
0	1322872440398127106	A0	N0	Elections2020	test
0	1311282331169075200	A0	N0	Elections2020	test
0	1321582126563762176	A0	N0	Elections2020	test
0	1311296816483201024	A+	N+	Elections2020	test
1	1321606241051987969	A++	O++	Elections2020	test
1	1322879774541422592	A+	O+	Elections2020	test
0	1322846528755687432	A0	N0	Elections2020	test
0	1324056608066908163	A++	N++	Elections2020	test
0	1321623750480171010	A+	N+	Elections2020	test
0	1324073353225871366	A++	N++	Elections2020	test
0	1311280181819125761	A+	N+	Elections2020	test
0	1311284913178640386	A++	N++	Elections2020	test
0	1311292877763420161	A0	N0	Elections2020	test
0	1321602893515030530	A0	N0	Elections2020	test
0	1322795945919016960	A+	N+	Elections2020	test
1	1322873379679051780	A++	O++	Elections2020	test
0	1322843183592734721	A++	N++	Elections2020	test
0	1321615641984446464	A+	N+	Elections2020	test
1	1311280385846923271	A++	O++	Elections2020	test
1	1321609981616115712	A+	O+	Elections2020	test
1	1322878659397472257	A+	O+	Elections2020	test
1	1311275171261624321	A++	O++	Elections2020	test
1	1321580847435255808	A0	O0	Elections2020	test
1	1324054354244988928	A0	O0	Elections2020	test
0	1324053283779022849	A++	N++	Elections2020	test
0	1311283439300235266	A+	N+	Elections2020	test
0	1321585809171062784	A++	N++	Elections2020	test
1	1322882572771332102	A+	O+	Elections2020	test
1	1311297607151411205	A+	O+	Elections2020	test
1	1321604139244232704	A++	O++	Elections2020	test
1	1324071334419288065	A+	O+	Elections2020	test
0	1321596927411212288	A++	N++	Elections2020	test
1	1322857318262865920	A++	O++	Elections2020	test
0	1311295685476724736	A0	N0	Elections2020	test
0	1311301896980893696	A0	N0	Elections2020	test
1	1311282561927335936	A+	O+	Elections2020	test
0	1311287442562060288	A0	N0	Elections2020	test
0	1321583301832761346	A+	N+	Elections2020	test
1	1322824659235078144	A++	O++	Elections2020	test
0	1324053540822781958	A++	N++	Elections2020	test
1	1321603548442845185	A0	O0	Elections2020	test
1	1311290685409161216	A0	O0	Elections2020	test
0	1311303028641652738	A+	N+	Elections2020	test
1	1321596197321076737	A+	O+	Elections2020	test
1	1321605493413105664	A0	O0	Elections2020	test
1	1322880274925932544	A0	O0	Elections2020	test
1	1324053068246257667	A0	O0	Elections2020	test
0	1322877443728936965	A++	N++	Elections2020	test
0	1311301077980065792	A++	N++	Elections2020	test
1	1324062476338634754	A0	O0	Elections2020	test
0	1322839143651647493	A0	N0	Elections2020	test
0	1311290354205970432	A0	N0	Elections2020	test
0	1311281512470511617	A+	N+	Elections2020	test
1	1321591851082784775	A++	O++	Elections2020	test
0	1311297377895092225	A++	N++	Elections2020	test
1	1311276326838513664	A+	O+	Elections2020	test
0	1322866868139577345	A++	N++	Elections2020	test
1	1324067724692135936	A+	O+	Elections2020	test
1	1324072341043736576	A0	O0	Elections2020	test
0	1321607812213035010	A+	N+	Elections2020	test
1	1321580936249647109	A+	O+	Elections2020	test
1	1321584008627580928	A++	O++	Elections2020	test
0	1321622731641729024	A0	N0	Elections2020	test
0	1311300661657698307	A+	N+	Elections2020	test
0	1321614259218976769	A+	N+	Elections2020	test
0	1322822488825495554	A++	N++	Elections2020	test
1	1321604775511789569	A0	O0	Elections2020	test
1	1311300095632125954	A++	O++	Elections2020	test
0	1311285995577511937	A+	N+	Elections2020	test
0	1321613707210752000	A0	N0	Elections2020	test
1	1321581267842977794	A0	O0	Elections2020	test
0	1322817818044309505	A++	N++	Elections2020	test
1	1311277231201832960	A+	O+	Elections2020	test
1	1321587541452181504	A0	O0	Elections2020	test
0	1321592284845010944	A+	N+	Elections2020	test
0	1311293852469334022	A0	N0	Elections2020	test
1	1311280196771815425	A0	O0	Elections2020	test
1	1324059947945119745	A0	O0	Elections2020	test
1	1324059509946548224	A++	O++	Elections2020	test
0	1311298358888128517	A0	N0	Elections2020	test
0	1322839592920383489	A+	N+	Elections2020	test
1	1321608040857145346	A++	O++	Elections2020	test
1	1311292364623757313	A+	O+	Elections2020	test
1	1322886662582657029	A++	O++	Elections2020	test
1	1322855328636174338	A+	O+	Elections2020	test
0	1324073947030122496	A++	N++	Elections2020	test
1	1311298237110734849	A0	O0	Elections2020	test
0	1321581560668266496	A0	N0	Elections2020	test
1	1311288625884286976	A+	O+	Elections2020	test
0	1322814977271648257	A++	N++	Elections2020	test
0	1311300204453298176	A++	N++	Elections2020	test
0	1321611215144165380	A++	N++	Elections2020	test
1	1322867927356497920	A++	O++	Elections2020	test
0	1321596578184994816	A++	N++	Elections2020	test
1	1322868500629782528	A++	O++	Elections2020	test
0	1321610070640205830	A+	N+	Elections2020	test
1	1324064132128276481	A0	O0	Elections2020	test
0	1321621384418652160	A+	N+	Elections2020	test
1	1324069267332104195	A++	O++	Elections2020	test
0	1321618568698490880	A0	N0	Elections2020	test
0	1322797339745112065	A0	N0	Elections2020	test
0	1322875369188450305	A0	N0	Elections2020	test
0	1311279901085847552	A0	N0	Elections2020	test
1	1321581515776679941	A++	O++	Elections2020	test
1	1311294974827409409	A0	O0	Elections2020	test
0	1321605366837317632	A++	N++	Elections2020	test
0	1311288005399842818	A+	N+	Elections2020	test
1	1311280785937305602	A+	O+	Elections2020	test
0	1311294724532178945	A++	N++	Elections2020	test
0	1321607103442812928	A++	N++	Elections2020	test
1	1311281058512543744	A0	O0	Elections2020	test
1	1311301584790466560	A++	O++	Elections2020	test
0	1311277006219350016	A0	N0	Elections2020	test
1	1321601599668629504	A+	O+	Elections2020	test
1	1321602233855840256	A++	O++	Elections2020	test
1	1324065499039309825	A+	O+	Elections2020	test
0	1311280520593104899	A++	N++	Elections2020	test
1	1321616411551100929	A0	O0	Elections2020	test
1	1322868507906772994	A++	O++	Elections2020	test
0	1322871791946100737	A0	N0	Elections2020	test
0	1311297703406641153	A++	N++	Elections2020	test
0	1322841357585731584	A0	N0	Elections2020	test
1	1311296195319431170	A+	O+	Elections2020	test
0	1311281407646367744	A0	N0	Elections2020	test
1	1322876519996379143	A+	O+	Elections2020	test
1	1311284577462366210	A+	O+	Elections2020	test
1	1321618049737191424	A+	O+	Elections2020	test
0	1324067966829416450	A++	N++	Elections2020	test
0	1324071345718763522	A++	N++	Elections2020	test
1	1322800792554844160	A++	O++	Elections2020	test
0	1311298257331646466	A++	N++	Elections2020	test
0	1324060969576837120	A++	N++	Elections2020	test
0	1311281059561168896	A0	N0	Elections2020	test
1	1321617789476577281	A++	O++	Elections2020	test
1	1324051625778900992	A0	O0	Elections2020	test
0	1311300430840954880	A++	N++	Elections2020	test
0	1321592309079773184	A0	N0	Elections2020	test
0	1311298932090183687	A++	N++	Elections2020	test
1	1311297048369651714	A+	O+	Elections2020	test
1	1324067901310197762	A++	O++	Elections2020	test
1	1322864615320150021	A+	O+	Elections2020	test
0	1322799457113690113	A+	N+	Elections2020	test
1	1321607705442754561	A+	O+	Elections2020	test
0	1322840096866000896	A+	N+	Elections2020	test
1	1311296285035515905	A0	O0	Elections2020	test
0	1322864743426785281	A0	N0	Elections2020	test
1	1311297534309085185	A+	O+	Elections2020	test
1	1324069502355734528	A+	O+	Elections2020	test
0	1311284781792079875	A+	N+	Elections2020	test
0	1311277624044511233	A+	N+	Elections2020	test
0	1321610893118111747	A0	N0	Elections2020	test
0	1321623302188625920	A++	N++	Elections2020	test
0	1321622625400066054	A+	N+	Elections2020	test
0	1321614445026574336	A0	N0	Elections2020	test
0	1311296785273565185	A+	N+	Elections2020	test
0	1311290580509560837	A+	N+	Elections2020	test
1	1311296025768931328	A0	O0	Elections2020	test
0	1321622089288220673	A0	N0	Elections2020	test
0	1324059512475656192	A++	N++	Elections2020	test
1	1324072383834185728	A+	O+	Elections2020	test
0	1321589684116533249	A+	N+	Elections2020	test
1	1311293993871958018	A0	O0	Elections2020	test
1	1322874025236987904	A0	O0	Elections2020	test
0	1311284778751197185	A++	N++	Elections2020	test
0	1322852651198042112	A++	N++	Elections2020	test
0	1311285390846898176	A+	N+	Elections2020	test
0	1311300659812216834	A0	N0	Elections2020	test
0	1322861166272647168	A++	N++	Elections2020	test
1	1321609204017352704	A+	O+	Elections2020	test
0	1311289906501689344	A0	N0	Elections2020	test
0	1322805494633869312	A+	N+	Elections2020	test
1	1324059007385042944	A+	O+	Elections2020	test
0	1311286345994833921	A+	N+	Elections2020	test
0	1311290368210677761	A+	N+	Elections2020	test
0	1311293120420741121	A+	N+	Elections2020	test
0	1324066207260151810	A+	N+	Elections2020	test
0	1311275605497913350	A+	N+	Elections2020	test
0	1322878092247904257	A++	N++	Elections2020	test
0	1311290982814621696	A+	N+	Elections2020	test
1	1321598301486153737	A+	O+	Elections2020	test
1	1324066659175264256	A+	O+	Elections2020	test
0	1322812375016361991	A+	N+	Elections2020	test
1	1321616297394950145	A0	O0	Elections2020	test
0	1322860878652411904	A++	N++	Elections2020	test
0	1324067698964418562	A0	N0	Elections2020	test
0	1311298600257957888	A+	N+	Elections2020	test
0	1321582298282774529	A0	N0	Elections2020	test
0	1311276513233440768	A++	N++	Elections2020	test
1	1311284985924444161	A+	O+	Elections2020	test
0	1321603307584974848	A++	N++	Elections2020	test
1	1321613914430447616	A0	O0	Elections2020	test
1	1311297501404651520	A0	O0	Elections2020	test
0	1322830585811841025	A0	N0	Elections2020	test
0	1324064563986399232	A++	N++	Elections2020	test
1	1322877407603363843	A+	O+	Elections2020	test
1	1322841717960298496	A++	O++	Elections2020	test
0	1321603674427301889	A+	N+	Elections2020	test
1	1322855876978528256	A+	O+	Elections2020	test
0	1322814468443770881	A0	N0	Elections2020	test
1	1324057935505317893	A+	O+	Elections2020	test
1	1311278217580470272	A++	O++	Elections2020	test
0	1322831432356540416	A0	N0	Elections2020	test
0	1324068936145620993	A+	N+	Elections2020	test
1	1324066907033604098	A++	O++	Elections2020	test
1	1321600238700941314	A+	O+	Elections2020	test
0	1311281681488318468	A0	N0	Elections2020	test
1	1311286900045512706	A+	O+	Elections2020	test
1	1321595491604291585	A+	O+	Elections2020	test
0	1321609798513807360	A++	N++	Elections2020	test
0	1321617858812649472	A+	N+	Elections2020	test
0	1322882614970208256	A++	N++	Elections2020	test
0	1321608094594539524	A0	N0	Elections2020	test
0	1322877350237872128	A++	N++	Elections2020	test
0	1321596430071586816	A0	N0	Elections2020	test
1	1324072209464393728	A++	O++	Elections2020	test
1	1324070186975154177	A++	O++	Elections2020	test
0	1311280541845590016	A0	N0	Elections2020	test
1	1311291434121785346	A0	O0	Elections2020	test
1	1311281623183183873	A+	O+	Elections2020	test
1	1322797972292308995	A+	O+	Elections2020	test
0	1322875549073768450	A++	N++	Elections2020	test
0	1321604551577792512	A++	N++	Elections2020	test
0	1311295378470375425	A0	N0	Elections2020	test
1	1324062322294431754	A0	O0	Elections2020	test
1	1322865373214134272	A+	O+	Elections2020	test
0	1321590209528664067	A++	N++	Elections2020	test
1	1311288432426135553	A+	O+	Elections2020	test
1	1311299918661849091	A+	O+	Elections2020	test
0	1311291461908996096	A0	N0	Elections2020	test
1	1322874122641309696	A++	O++	Elections2020	test
0	1321588579936645121	A+	N+	Elections2020	test
1	1311284160229715969	A0	O0	Elections2020	test
1	1322866621816410112	A++	O++	Elections2020	test
1	1311282345211822080	A+	O+	Elections2020	test
0	1321601568144318466	A0	N0	Elections2020	test
0	1324072980939333632	A+	N+	Elections2020	test
1	1324066114628997120	A0	O0	Elections2020	test
1	1321593809675915266	A0	O0	Elections2020	test
1	1321615481468411906	A0	O0	Elections2020	test
0	1321594203143610370	A+	N+	Elections2020	test
0	1311285167781228545	A0	N0	Elections2020	test
0	1321610426002518016	A++	N++	Elections2020	test
1	1324069707092238337	A0	O0	Elections2020	test
0	1324059257474588673	A0	N0	Elections2020	test
1	1324055574733070336	A0	O0	Elections2020	test
1	1322881697038372866	A+	O+	Elections2020	test
1	1311294239389736967	A++	O++	Elections2020	test
1	1311291400919683075	A++	O++	Elections2020	test
1	1311283428646506497	A+	O+	Elections2020	test
0	1322881865016070144	A+	N+	Elections2020	test
1	1311300963928625158	A0	O0	Elections2020	test
0	1324070517507317766	A++	N++	Elections2020	test
0	1324059875677188097	A++	N++	Elections2020	test
1	1322834584841670658	A0	O0	Elections2020	test
0	1324066148200050689	A++	N++	Elections2020	test
0	1311302212069466114	A++	N++	Elections2020	test
0	1324062501118615553	A++	N++	Elections2020	test
0	1311289559938932736	A+	N+	Elections2020	test
0	1324064148351643648	A+	N+	Elections2020	test
0	1322866088695259137	A++	N++	Elections2020	test
0	1311279062715756545	A+	N+	Elections2020	test
0	1311275772468957184	A+	N+	Elections2020	test
0	1322877157018914819	A0	N0	Elections2020	test
0	1322831064641937408	A++	N++	Elections2020	test
0	1324071454506278913	A++	N++	Elections2020	test
0	1324070329254227968	A++	N++	Elections2020	test
0	1311286085306155009	A+	N+	Elections2020	test
1	1324068173767938052	A+	O+	Elections2020	test
0	1322841256658022401	A0	N0	Elections2020	test
0	1311298728947404801	A+	N+	Elections2020	test
0	1311294389667409920	A++	N++	Elections2020	test
0	1322831579136352263	A0	N0	Elections2020	test
1	1322849876691111941	A+	O+	Elections2020	test
0	1311294436144447492	A++	N++	Elections2020	test
0	1324063048571801600	A++	N++	Elections2020	test
1	1321587420022902797	A+	O+	Elections2020	test
0	1321607428845326337	A+	N+	Elections2020	test
0	1321622750633623553	A++	N++	Elections2020	test
1	1324067112210571264	A0	O0	Elections2020	test
0	1322886558584852480	A++	N++	Elections2020	test
0	1324068596306321408	A+	N+	Elections2020	test
1	1324069604507922434	A0	O0	Elections2020	test
1	1324063921884549123	A+	O+	Elections2020	test
0	1322866740209082368	A+	N+	Elections2020	test
0	1321607210779234305	A++	N++	Elections2020	test
0	1311288574961168386	A+	N+	Elections2020	test
0	1322804348062236672	A+	N+	Elections2020	test
1	1321613581985718273	A+	O+	Elections2020	test
0	1324070179953811456	A+	N+	Elections2020	test
1	1311300429502918662	A++	O++	Elections2020	test
0	1311299977650544642	A+	N+	Elections2020	test
0	1321602552228577280	A0	N0	Elections2020	test
1	1321608415353970688	A++	O++	Elections2020	test
0	1321597244639006726	A++	N++	Elections2020	test
1	1321582641322360832	A0	O0	Elections2020	test
0	1324061835390144513	A++	N++	Elections2020	test
0	1322883339238445056	A+	N+	Elections2020	test
0	1311295584750379009	A++	N++	Elections2020	test
0	1322863377031569409	A0	N0	Elections2020	test
0	1322795930593054721	A+	N+	Elections2020	test
0	1324053030677798912	A+	N+	Elections2020	test
1	1321584757885620224	A++	O++	Elections2020	test
1	1321616121708105736	A+	O+	Elections2020	test
0	1311297043474702336	A++	N++	Elections2020	test
1	1311275801841672192	A0	O0	Elections2020	test
1	1322877808687910912	A0	O0	Elections2020	test
0	1321609371323912198	A0	N0	Elections2020	test
1	1322883289577828355	A0	O0	Elections2020	test
0	1321595044260909057	A+	N+	Elections2020	test
0	1311295493335642118	A0	N0	Elections2020	test
0	1311295291484786689	A+	N+	Elections2020	test
0	1321598408633835520	A0	N0	Elections2020	test
0	1311281448197001219	A0	N0	Elections2020	test
0	1322874952953982982	A++	N++	Elections2020	test
1	1321606041226764288	A++	O++	Elections2020	test
0	1311300888917684226	A0	N0	Elections2020	test
0	1311283132398800896	A++	N++	Elections2020	test
0	1311301350463016965	A+	N+	Elections2020	test
1	1322796621323767808	A+	O+	Elections2020	test
1	1324069632550948865	A+	O+	Elections2020	test
0	1311294808128851968	A0	N0	Elections2020	test
1	1321620953764294656	A++	O++	Elections2020	test
0	1311277220942557184	A0	N0	Elections2020	test
0	1322795202227044352	A+	N+	Elections2020	test
0	1311277218383814656	A+	N+	Elections2020	test
0	1322847679639035905	A0	N0	Elections2020	test
0	1311299357833134080	A++	N++	Elections2020	test
0	1311281949672169475	A+	N+	Elections2020	test
0	1321605650380689408	A+	N+	Elections2020	test
1	1311284655820353540	A++	O++	Elections2020	test
1	1311292280335142913	A++	O++	Elections2020	test
1	1311295495738982400	A+	O+	Elections2020	test
0	1311274932572229637	A+	N+	Elections2020	test
1	1324056679445630977	A+	O+	Elections2020	test
0	1311298437405700096	A+	N+	Elections2020	test
0	1324068021682405377	A++	N++	Elections2020	test
1	1322876400932716546	A+	O+	Elections2020	test
1	1321583085096329216	A+	O+	Elections2020	test
0	1322856060248576001	A++	N++	Elections2020	test
0	1324064243596120071	A+	N+	Elections2020	test
0	1324053088563580931	A++	N++	Elections2020	test
1	1311285536171098113	A++	O++	Elections2020	test
0	1324065183090835456	A++	N++	Elections2020	test
0	1322839521415827456	A0	N0	Elections2020	test
0	1324054255666368513	A+	N+	Elections2020	test
1	1311301668852637698	A0	O0	Elections2020	test
0	1311302699045007365	A+	N+	Elections2020	test
0	1311281948791316487	A0	N0	Elections2020	test
0	1321581474735443972	A++	N++	Elections2020	test
0	1322860915000299529	A++	N++	Elections2020	test
0	1324073956375060481	A++	N++	Elections2020	test
0	1311293133129482240	A++	N++	Elections2020	test
0	1321603506462056449	A+	N+	Elections2020	test
1	1321590673192210432	A+	O+	Elections2020	test
0	1321594381548150784	A0	N0	Elections2020	test
0	1311284119670870017	A++	N++	Elections2020	test
1	1311286380627218434	A0	O0	Elections2020	test
1	1311281028078673920	A0	O0	Elections2020	test
1	1322885618477707264	A0	O0	Elections2020	test
0	1324054268232519680	A0	N0	Elections2020	test
0	1322871885919522821	A0	N0	Elections2020	test
1	1311292155177111554	A++	O++	Elections2020	test
0	1321587827252101120	A+	N+	Elections2020	test
0	1322846747601915904	A0	N0	Elections2020	test
0	1311289949400989699	A+	N+	Elections2020	test
0	1324053328825864192	A++	N++	Elections2020	test
1	1321610569527545856	A0	O0	Elections2020	test
0	1311300332115226631	A0	N0	Elections2020	test
0	1321617972998320128	A0	N0	Elections2020	test
0	1321608400514424832	A++	N++	Elections2020	test
0	1311301241578946560	A++	N++	Elections2020	test
0	1324059903871184899	A0	N0	Elections2020	test
0	1322819167762944006	A+	N+	Elections2020	test
1	1322887986812461058	A0	O0	Elections2020	test
0	1321615636037013504	A++	N++	Elections2020	test
0	1324071995454095360	A0	N0	Elections2020	test
0	1324070068284760069	A++	N++	Elections2020	test
1	1311299476758441986	A++	O++	Elections2020	test
1	1321592079047401475	A+	O+	Elections2020	test
1	1311294244372574210	A+	O+	Elections2020	test
0	1322862157999079424	A+	N+	Elections2020	test
0	1321609907976740870	A0	N0	Elections2020	test
0	1311294023613575169	A+	N+	Elections2020	test
1	1322881440921473025	A+	O+	Elections2020	test
0	1324073890788900869	A0	N0	Elections2020	test
1	1322793489629929472	A+	O+	Elections2020	test
0	1311290948270268416	A0	N0	Elections2020	test
0	1324052065136553984	A++	N++	Elections2020	test
0	1311285472409407490	A0	N0	Elections2020	test
0	1311295335721992192	A++	N++	Elections2020	test
0	1322867738507800576	A++	N++	Elections2020	test
0	1321604568233451520	A+	N+	Elections2020	test
1	1311301846615678976	A+	O+	Elections2020	test
0	1321591963368521729	A++	N++	Elections2020	test
0	1324069861644009472	A++	N++	Elections2020	test
0	1321617008975400962	A0	N0	Elections2020	test
0	1322802749885407234	A+	N+	Elections2020	test
0	1311275520810782721	A0	N0	Elections2020	test
0	1311289921265635329	A0	N0	Elections2020	test
1	1321584277998440455	A++	O++	Elections2020	test
0	1324062967898525699	A+	N+	Elections2020	test
0	1322850143549476866	A+	N+	Elections2020	test
0	1324072436946513920	A0	N0	Elections2020	test
1	1311279326114054144	A0	O0	Elections2020	test
1	1321587067739131906	A0	O0	Elections2020	test
1	1311287887959412737	A0	O0	Elections2020	test
0	1322860538280509441	A++	N++	Elections2020	test
0	1324051846072209408	A++	N++	Elections2020	test
1	1311277108455407618	A+	O+	Elections2020	test
0	1311294713383858177	A++	N++	Elections2020	test
0	1311302393397567490	A+	N+	Elections2020	test
0	1324051711078494208	A++	N++	Elections2020	test
1	1321616057950478338	A+	O+	Elections2020	test
0	1324063986141302785	A++	N++	Elections2020	test
1	1321597659904380928	A++	O++	Elections2020	test
1	1321597004775084032	A0	O0	Elections2020	test
0	1324069781159342081	A++	N++	Elections2020	test
0	1311277062225670144	A+	N+	Elections2020	test
0	1322827502516129792	A0	N0	Elections2020	test
0	1321622608232751105	A0	N0	Elections2020	test
1	1321604419360821256	A++	O++	Elections2020	test
0	1321589208461565952	A0	N0	Elections2020	test
1	1324062929902252032	A0	O0	Elections2020	test
1	1311279769204514818	A++	O++	Elections2020	test
1	1322885127018586113	A++	O++	Elections2020	test
1	1311279555882233857	A0	O0	Elections2020	test
1	1311286884778164224	A0	O0	Elections2020	test
1	1311275129897283586	A0	O0	Elections2020	test
1	1324057121785262082	A++	O++	Elections2020	test
1	1324071099382988800	A+	O+	Elections2020	test
1	1311279011188953088	A+	O+	Elections2020	test
1	1322868844562698241	A+	O+	Elections2020	test
0	1321606561001807874	A+	N+	Elections2020	test
0	1311300938213265408	A0	N0	Elections2020	test
0	1311280929852338178	A+	N+	Elections2020	test
1	1321608057667932161	A++	O++	Elections2020	test
0	1322820737829269505	A++	N++	Elections2020	test
0	1311302903060033541	A0	N0	Elections2020	test
0	1311299252925140995	A+	N+	Elections2020	test
1	1324069816467099650	A0	O0	Elections2020	test
0	1321608587106525185	A0	N0	Elections2020	test
1	1324057289528119298	A0	O0	Elections2020	test
0	1321618571315843073	A+	N+	Elections2020	test
1	1321604706125447168	A+	O+	Elections2020	test
1	1311300788376010752	A++	O++	Elections2020	test
0	1321609287831969793	A++	N++	Elections2020	test
1	1321597488231456768	A++	O++	Elections2020	test
1	1321582541183180800	A0	O0	Elections2020	test
